候选编号,服务区编号,机型编号,货箱列表,箱数,总质量_kg,总体积_m3,E_batch_kWh,T_batch_s
16384,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-02', 'S001-FOD-03')",8,78.0,0.188,2.9997943195296233,1644.7413550110386
16385,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01')",7,70.0,0.16,2.724536208772231,1578.7413550110386
16386,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-HYG-02')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16387,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-HYG-01')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16388,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-03')",8,78.0,0.188,2.9997943195296233,1644.7413550110386
16389,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02')",8,78.0,0.188,2.9997943195296233,1644.7413550110386
16390,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-06', 'S001-WAT-07', 'S001-WAT-08')",7,76.0,0.159,2.9216521037055703,1578.7413550110386
16391,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05')",5,48.0,0.105,2.2854023981920952,1446.7413550110386
16392,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-HYG-02')",6,54.0,0.14,2.3752191585594096,1512.7413550110386
16393,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-HYG-01')",6,54.0,0.14,2.3752191585594096,1512.7413550110386
16394,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-HYG-01', 'S001-HYG-02')",7,60.0,0.17500000000000002,2.4839278551758257,1578.7413550110386
16395,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-03')",6,56.0,0.133,2.4091087492118612,1512.7413550110386
16396,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-03', 'S001-HYG-02')",7,62.0,0.168,2.5253190915962973,1578.7413550110386
16397,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-03', 'S001-HYG-01')",7,62.0,0.168,2.5253190915962973,1578.7413550110386
16398,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,68.0,0.203,2.668935151502603,1644.7413550110386
16399,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-02')",6,56.0,0.133,2.4091087492118612,1512.7413550110386
16400,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-02', 'S001-HYG-02')",7,62.0,0.168,2.5253190915962973,1578.7413550110386
16401,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-02', 'S001-HYG-01')",7,62.0,0.168,2.5253190915962973,1578.7413550110386
16402,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",8,68.0,0.203,2.668935151502603,1644.7413550110386
16403,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-02', 'S001-FOD-03')",7,64.0,0.161,2.5697276175168415,1578.7413550110386
16404,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16405,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16406,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",9,76.0,0.231,2.9216521037055703,1710.7413550110386
16407,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-01')",6,56.0,0.133,2.4091087492118612,1512.7413550110386
16408,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-01', 'S001-HYG-02')",7,62.0,0.168,2.5253190915962973,1578.7413550110386
16409,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-01', 'S001-HYG-01')",7,62.0,0.168,2.5253190915962973,1578.7413550110386
16410,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",8,68.0,0.203,2.668935151502603,1644.7413550110386
16411,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-03')",7,64.0,0.161,2.5697276175168415,1578.7413550110386
16412,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16413,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16414,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",9,76.0,0.231,2.9216521037055703,1710.7413550110386
16415,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-02')",7,64.0,0.161,2.5697276175168415,1578.7413550110386
16416,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16417,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01')",8,70.0,0.196,2.724536208772231,1644.7413550110386
16418,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",9,76.0,0.231,2.9216521037055703,1710.7413550110386
16419,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03')",8,72.0,0.189,2.7847803061169083,1644.7413550110386
16420,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",9,78.0,0.224,2.9997943195296233,1710.7413550110386
16421,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",9,78.0,0.224,2.9997943195296233,1710.7413550110386
16422,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-08')",6,62.0,0.132,2.5253190915962973,1512.7413550110386
16423,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-08', 'S001-HYG-02')",7,68.0,0.167,2.668935151502603,1578.7413550110386
16424,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-08', 'S001-HYG-01')",7,68.0,0.167,2.668935151502603,1578.7413550110386
16425,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-08', 'S001-HYG-01', 'S001-HYG-02')",8,74.0,0.202,2.8502547856282217,1644.7413550110386
16426,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-03')",7,70.0,0.16,2.724536208772231,1578.7413550110386
16427,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-02')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16428,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-03', 'S001-HYG-01')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16429,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-02')",7,70.0,0.16,2.724536208772231,1578.7413550110386
16430,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-02')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16431,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-02', 'S001-HYG-01')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16432,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-02', 'S001-FOD-03')",8,78.0,0.188,2.9997943195296233,1644.7413550110386
16433,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-01')",7,70.0,0.16,2.724536208772231,1578.7413550110386
16434,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-02')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16435,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-01', 'S001-HYG-01')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16436,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-03')",8,78.0,0.188,2.9997943195296233,1644.7413550110386
16437,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-08', 'S001-FOD-01', 'S001-FOD-02')",8,78.0,0.188,2.9997943195296233,1644.7413550110386
16438,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-07')",6,62.0,0.132,2.5253190915962973,1512.7413550110386
16439,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-07', 'S001-HYG-02')",7,68.0,0.167,2.668935151502603,1578.7413550110386
16440,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-07', 'S001-HYG-01')",7,68.0,0.167,2.668935151502603,1578.7413550110386
16441,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-07', 'S001-HYG-01', 'S001-HYG-02')",8,74.0,0.202,2.8502547856282217,1644.7413550110386
16442,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-03')",7,70.0,0.16,2.724536208772231,1578.7413550110386
16443,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-03', 'S001-HYG-02')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16444,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-03', 'S001-HYG-01')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16445,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-02')",7,70.0,0.16,2.724536208772231,1578.7413550110386
16446,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-02', 'S001-HYG-02')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16447,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-02', 'S001-HYG-01')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16448,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-02', 'S001-FOD-03')",8,78.0,0.188,2.9997943195296233,1644.7413550110386
16449,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-01')",7,70.0,0.16,2.724536208772231,1578.7413550110386
16450,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-01', 'S001-HYG-02')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16451,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-01', 'S001-HYG-01')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16452,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-03')",8,78.0,0.188,2.9997943195296233,1644.7413550110386
16453,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-07', 'S001-FOD-01', 'S001-FOD-02')",8,78.0,0.188,2.9997943195296233,1644.7413550110386
16454,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-07', 'S001-WAT-08')",7,76.0,0.159,2.9216521037055703,1578.7413550110386
16455,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06')",6,62.0,0.132,2.5253190915962973,1512.7413550110386
16456,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-HYG-02')",7,68.0,0.167,2.668935151502603,1578.7413550110386
16457,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-HYG-01')",7,68.0,0.167,2.668935151502603,1578.7413550110386
16458,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-HYG-01', 'S001-HYG-02')",8,74.0,0.202,2.8502547856282217,1644.7413550110386
16459,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-03')",7,70.0,0.16,2.724536208772231,1578.7413550110386
16460,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-03', 'S001-HYG-02')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16461,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-03', 'S001-HYG-01')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16462,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-02')",7,70.0,0.16,2.724536208772231,1578.7413550110386
16463,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-02', 'S001-HYG-02')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16464,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-02', 'S001-HYG-01')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16465,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-02', 'S001-FOD-03')",8,78.0,0.188,2.9997943195296233,1644.7413550110386
16466,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01')",7,70.0,0.16,2.724536208772231,1578.7413550110386
16467,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-HYG-02')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16468,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-HYG-01')",8,76.0,0.195,2.9216521037055703,1644.7413550110386
16469,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-03')",8,78.0,0.188,2.9997943195296233,1644.7413550110386
16470,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-FOD-01', 'S001-FOD-02')",8,78.0,0.188,2.9997943195296233,1644.7413550110386
16471,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-08')",7,76.0,0.159,2.9216521037055703,1578.7413550110386
16472,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-04', 'S001-WAT-05', 'S001-WAT-06', 'S001-WAT-07')",7,76.0,0.159,2.9216521037055703,1578.7413550110386
16473,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03')",4,34.0,0.078,2.128503264450888,1380.7413550110386
16474,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-HYG-02')",5,40.0,0.113,2.1881360129847147,1446.7413550110386
16475,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-HYG-01')",5,40.0,0.113,2.1881360129847147,1446.7413550110386
16476,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-HYG-01', 'S001-HYG-02')",6,46.0,0.14800000000000002,2.2589142706069976,1512.7413550110386
16477,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-03')",5,42.0,0.106,2.2103808441599107,1446.7413550110386
16478,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-03', 'S001-HYG-02')",6,48.0,0.14100000000000001,2.2854023981920952,1512.7413550110386
16479,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-03', 'S001-HYG-01')",6,48.0,0.14100000000000001,2.2854023981920952,1512.7413550110386
16480,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",7,54.0,0.17600000000000002,2.3752191585594096,1578.7413550110386
16481,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-02')",5,42.0,0.106,2.2103808441599107,1446.7413550110386
16482,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-02', 'S001-HYG-02')",6,48.0,0.14100000000000001,2.2854023981920952,1512.7413550110386
16483,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-02', 'S001-HYG-01')",6,48.0,0.14100000000000001,2.2854023981920952,1512.7413550110386
16484,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",7,54.0,0.17600000000000002,2.3752191585594096,1578.7413550110386
16485,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-02', 'S001-FOD-03')",6,50.0,0.134,2.313524735445424,1512.7413550110386
16486,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",7,56.0,0.169,2.4091087492118612,1578.7413550110386
16487,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",7,56.0,0.169,2.4091087492118612,1578.7413550110386
16488,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,62.0,0.20400000000000001,2.5253190915962973,1644.7413550110386
16489,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-01')",5,42.0,0.106,2.2103808441599107,1446.7413550110386
16490,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-01', 'S001-HYG-02')",6,48.0,0.14100000000000001,2.2854023981920952,1512.7413550110386
16491,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-01', 'S001-HYG-01')",6,48.0,0.14100000000000001,2.2854023981920952,1512.7413550110386
16492,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-01', 'S001-HYG-01', 'S001-HYG-02')",7,54.0,0.17600000000000002,2.3752191585594096,1578.7413550110386
16493,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-01', 'S001-FOD-03')",6,50.0,0.134,2.313524735445424,1512.7413550110386
16494,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-02')",7,56.0,0.169,2.4091087492118612,1578.7413550110386
16495,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01')",7,56.0,0.169,2.4091087492118612,1578.7413550110386
16496,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-01', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",8,62.0,0.20400000000000001,2.5253190915962973,1644.7413550110386
16497,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-01', 'S001-FOD-02')",6,50.0,0.134,2.313524735445424,1512.7413550110386
16498,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-02')",7,56.0,0.169,2.4091087492118612,1578.7413550110386
16499,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01')",7,56.0,0.169,2.4091087492118612,1578.7413550110386
16500,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-01', 'S001-FOD-02', 'S001-HYG-01', 'S001-HYG-02')",8,62.0,0.20400000000000001,2.5253190915962973,1644.7413550110386
16501,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03')",7,58.0,0.162,2.445273009302263,1578.7413550110386
16502,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-02')",8,64.0,0.197,2.5697276175168415,1644.7413550110386
16503,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01')",8,64.0,0.197,2.5697276175168415,1644.7413550110386
16504,S001,C,"('S001-MED-01', 'S001-MED-02', 'S001-WAT-02', 'S001-WAT-03', 'S001-FOD-01', 'S001-FOD-02', 'S001-FOD-03', 'S001-HYG-01', 'S001-HYG-02')",9,70.0,0.232,2.724536208772231,1710.7413550110386
