候选编号,服务区编号,机型编号,货箱列表,箱数,总质量_kg,总体积_m3,往返能耗_kWh,累计作业时间_s,质量上限_kg,体积上限_m3,首批箱数,优先级总分
16668,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-06|S001-FOD-01|S001-FOD-03|S001-HYG-01|S001-HYG-02,7,70.0,0.20700000000000002,2.736852121903949,1580.6555751004735,80.0,0.25,0,72.0
16669,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-06|S001-FOD-01|S001-FOD-03|S001-HYG-02,6,64.0,0.17200000000000001,2.5813312717293537,1514.6555751004735,80.0,0.25,0,64.0
16670,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-06|S001-FOD-01|S001-HYG-01,5,56.0,0.14400000000000002,2.419978342213394,1448.6555751004735,80.0,0.25,0,54.0
16671,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-06|S001-FOD-01|S001-HYG-01|S001-HYG-02,6,62.0,0.17900000000000002,2.536719201172764,1514.6555751004735,80.0,0.25,0,62.0
16672,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-06|S001-FOD-01|S001-HYG-02,5,56.0,0.14400000000000002,2.419978342213394,1448.6555751004735,80.0,0.25,0,54.0
16673,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-06|S001-FOD-02,4,50.0,0.109,2.3239609322706523,1382.6555751004735,80.0,0.25,0,46.0
16674,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-06|S001-FOD-02|S001-FOD-03,5,58.0,0.137,2.4563073282824512,1448.6555751004735,80.0,0.25,0,56.0
16675,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-06|S001-FOD-02|S001-FOD-03|S001-HYG-01,6,64.0,0.17200000000000001,2.5813312717293537,1514.6555751004735,80.0,0.25,0,64.0
16676,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-06|S001-FOD-02|S001-FOD-03|S001-HYG-01|S001-HYG-02,7,70.0,0.20700000000000002,2.736852121903949,1580.6555751004735,80.0,0.25,0,72.0
16677,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-06|S001-FOD-02|S001-FOD-03|S001-HYG-02,6,64.0,0.17200000000000001,2.5813312717293537,1514.6555751004735,80.0,0.25,0,64.0
16678,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-06|S001-FOD-02|S001-HYG-01,5,56.0,0.14400000000000002,2.419978342213394,1448.6555751004735,80.0,0.25,0,54.0
16679,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-06|S001-FOD-02|S001-HYG-01|S001-HYG-02,6,62.0,0.17900000000000002,2.536719201172764,1514.6555751004735,80.0,0.25,0,62.0
16680,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-06|S001-FOD-02|S001-HYG-02,5,56.0,0.14400000000000002,2.419978342213394,1448.6555751004735,80.0,0.25,0,54.0
16681,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-06|S001-FOD-03,4,50.0,0.109,2.3239609322706523,1382.6555751004735,80.0,0.25,0,46.0
16682,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-06|S001-FOD-03|S001-HYG-01,5,56.0,0.14400000000000002,2.419978342213394,1448.6555751004735,80.0,0.25,0,54.0
16683,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-06|S001-FOD-03|S001-HYG-01|S001-HYG-02,6,62.0,0.17900000000000002,2.536719201172764,1514.6555751004735,80.0,0.25,0,62.0
16684,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-06|S001-FOD-03|S001-HYG-02,5,56.0,0.14400000000000002,2.419978342213394,1448.6555751004735,80.0,0.25,0,54.0
16685,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-06|S001-HYG-01,4,48.0,0.116,2.2957117349510248,1382.6555751004735,80.0,0.25,0,44.0
16686,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-06|S001-HYG-01|S001-HYG-02,5,54.0,0.15100000000000002,2.3859347360100447,1448.6555751004735,80.0,0.25,0,52.0
16687,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-06|S001-HYG-02,4,48.0,0.116,2.2957117349510248,1382.6555751004735,80.0,0.25,0,44.0
16688,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07,3,42.0,0.081,2.2203536044104077,1316.6555751004735,80.0,0.25,0,36.0
16689,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08,4,56.0,0.108,2.419978342213394,1382.6555751004735,80.0,0.25,0,48.0
16690,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-01,5,64.0,0.136,2.5813312717293537,1448.6555751004735,80.0,0.25,0,58.0
16691,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-01|S001-FOD-02,6,72.0,0.164,2.797374326694065,1514.6555751004735,80.0,0.25,0,68.0
16692,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-FOD-03,7,80.0,0.192,3.0996533080482007,1580.6555751004735,80.0,0.25,0,78.0
16693,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-HYG-01,7,78.0,0.199,3.0133840801392706,1580.6555751004735,80.0,0.25,0,76.0
16694,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-HYG-02,7,78.0,0.199,3.0133840801392706,1580.6555751004735,80.0,0.25,0,76.0
16695,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-01|S001-FOD-03,6,72.0,0.164,2.797374326694065,1514.6555751004735,80.0,0.25,0,68.0
16696,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-01|S001-FOD-03|S001-HYG-01,7,78.0,0.199,3.0133840801392706,1580.6555751004735,80.0,0.25,0,76.0
16697,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-01|S001-FOD-03|S001-HYG-02,7,78.0,0.199,3.0133840801392706,1580.6555751004735,80.0,0.25,0,76.0
16698,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-01|S001-HYG-01,6,70.0,0.171,2.736852121903949,1514.6555751004735,80.0,0.25,0,66.0
16699,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-01|S001-HYG-01|S001-HYG-02,7,76.0,0.20600000000000002,2.9348794824245474,1580.6555751004735,80.0,0.25,0,74.0
16700,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-01|S001-HYG-02,6,70.0,0.171,2.736852121903949,1514.6555751004735,80.0,0.25,0,66.0
16701,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-02,5,64.0,0.136,2.5813312717293537,1448.6555751004735,80.0,0.25,0,58.0
16702,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-02|S001-FOD-03,6,72.0,0.164,2.797374326694065,1514.6555751004735,80.0,0.25,0,68.0
16703,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-02|S001-FOD-03|S001-HYG-01,7,78.0,0.199,3.0133840801392706,1580.6555751004735,80.0,0.25,0,76.0
16704,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-02|S001-FOD-03|S001-HYG-02,7,78.0,0.199,3.0133840801392706,1580.6555751004735,80.0,0.25,0,76.0
16705,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-02|S001-HYG-01,6,70.0,0.171,2.736852121903949,1514.6555751004735,80.0,0.25,0,66.0
16706,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-02|S001-HYG-01|S001-HYG-02,7,76.0,0.20600000000000002,2.9348794824245474,1580.6555751004735,80.0,0.25,0,74.0
16707,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-02|S001-HYG-02,6,70.0,0.171,2.736852121903949,1514.6555751004735,80.0,0.25,0,66.0
16708,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-03,5,64.0,0.136,2.5813312717293537,1448.6555751004735,80.0,0.25,0,58.0
16709,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-03|S001-HYG-01,6,70.0,0.171,2.736852121903949,1514.6555751004735,80.0,0.25,0,66.0
16710,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-03|S001-HYG-01|S001-HYG-02,7,76.0,0.20600000000000002,2.9348794824245474,1580.6555751004735,80.0,0.25,0,74.0
16711,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-FOD-03|S001-HYG-02,6,70.0,0.171,2.736852121903949,1514.6555751004735,80.0,0.25,0,66.0
16712,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-HYG-01,5,62.0,0.14300000000000002,2.536719201172764,1448.6555751004735,80.0,0.25,0,56.0
16713,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-HYG-01|S001-HYG-02,6,68.0,0.17800000000000002,2.680994819242537,1514.6555751004735,80.0,0.25,0,64.0
16714,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-WAT-08|S001-HYG-02,5,62.0,0.14300000000000002,2.536719201172764,1448.6555751004735,80.0,0.25,0,56.0
16715,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-01,4,50.0,0.109,2.3239609322706523,1382.6555751004735,80.0,0.25,0,46.0
16716,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-01|S001-FOD-02,5,58.0,0.137,2.4563073282824512,1448.6555751004735,80.0,0.25,0,56.0
16717,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-01|S001-FOD-02|S001-FOD-03,6,66.0,0.165,2.629298699872833,1514.6555751004735,80.0,0.25,0,66.0
16718,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-01,7,72.0,0.2,2.797374326694065,1580.6555751004735,80.0,0.25,0,74.0
16719,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-01|S001-HYG-02,8,78.0,0.235,3.0133840801392706,1646.6555751004735,80.0,0.25,0,82.0
16720,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-02,7,72.0,0.2,2.797374326694065,1580.6555751004735,80.0,0.25,0,74.0
16721,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-01|S001-FOD-02|S001-HYG-01,6,64.0,0.17200000000000001,2.5813312717293537,1514.6555751004735,80.0,0.25,0,64.0
16722,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-01|S001-FOD-02|S001-HYG-01|S001-HYG-02,7,70.0,0.20700000000000002,2.736852121903949,1580.6555751004735,80.0,0.25,0,72.0
16723,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-01|S001-FOD-02|S001-HYG-02,6,64.0,0.17200000000000001,2.5813312717293537,1514.6555751004735,80.0,0.25,0,64.0
16724,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-01|S001-FOD-03,5,58.0,0.137,2.4563073282824512,1448.6555751004735,80.0,0.25,0,56.0
16725,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-01|S001-FOD-03|S001-HYG-01,6,64.0,0.17200000000000001,2.5813312717293537,1514.6555751004735,80.0,0.25,0,64.0
16726,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-01|S001-FOD-03|S001-HYG-01|S001-HYG-02,7,70.0,0.20700000000000002,2.736852121903949,1580.6555751004735,80.0,0.25,0,72.0
16727,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-01|S001-FOD-03|S001-HYG-02,6,64.0,0.17200000000000001,2.5813312717293537,1514.6555751004735,80.0,0.25,0,64.0
16728,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-01|S001-HYG-01,5,56.0,0.14400000000000002,2.419978342213394,1448.6555751004735,80.0,0.25,0,54.0
16729,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-01|S001-HYG-01|S001-HYG-02,6,62.0,0.17900000000000002,2.536719201172764,1514.6555751004735,80.0,0.25,0,62.0
16730,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-01|S001-HYG-02,5,56.0,0.14400000000000002,2.419978342213394,1448.6555751004735,80.0,0.25,0,54.0
16731,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-02,4,50.0,0.109,2.3239609322706523,1382.6555751004735,80.0,0.25,0,46.0
16732,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-02|S001-FOD-03,5,58.0,0.137,2.4563073282824512,1448.6555751004735,80.0,0.25,0,56.0
16733,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-02|S001-FOD-03|S001-HYG-01,6,64.0,0.17200000000000001,2.5813312717293537,1514.6555751004735,80.0,0.25,0,64.0
16734,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-02|S001-FOD-03|S001-HYG-01|S001-HYG-02,7,70.0,0.20700000000000002,2.736852121903949,1580.6555751004735,80.0,0.25,0,72.0
16735,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-02|S001-FOD-03|S001-HYG-02,6,64.0,0.17200000000000001,2.5813312717293537,1514.6555751004735,80.0,0.25,0,64.0
16736,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-02|S001-HYG-01,5,56.0,0.14400000000000002,2.419978342213394,1448.6555751004735,80.0,0.25,0,54.0
16737,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-02|S001-HYG-01|S001-HYG-02,6,62.0,0.17900000000000002,2.536719201172764,1514.6555751004735,80.0,0.25,0,62.0
16738,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-02|S001-HYG-02,5,56.0,0.14400000000000002,2.419978342213394,1448.6555751004735,80.0,0.25,0,54.0
16739,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-03,4,50.0,0.109,2.3239609322706523,1382.6555751004735,80.0,0.25,0,46.0
16740,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-03|S001-HYG-01,5,56.0,0.14400000000000002,2.419978342213394,1448.6555751004735,80.0,0.25,0,54.0
16741,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-03|S001-HYG-01|S001-HYG-02,6,62.0,0.17900000000000002,2.536719201172764,1514.6555751004735,80.0,0.25,0,62.0
16742,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-FOD-03|S001-HYG-02,5,56.0,0.14400000000000002,2.419978342213394,1448.6555751004735,80.0,0.25,0,54.0
16743,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-HYG-01,4,48.0,0.116,2.2957117349510248,1382.6555751004735,80.0,0.25,0,44.0
16744,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-HYG-01|S001-HYG-02,5,54.0,0.15100000000000002,2.3859347360100447,1448.6555751004735,80.0,0.25,0,52.0
16745,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-07|S001-HYG-02,4,48.0,0.116,2.2957117349510248,1382.6555751004735,80.0,0.25,0,44.0
16746,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08,3,42.0,0.081,2.2203536044104077,1316.6555751004735,80.0,0.25,0,36.0
16747,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-01,4,50.0,0.109,2.3239609322706523,1382.6555751004735,80.0,0.25,0,46.0
16748,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-01|S001-FOD-02,5,58.0,0.137,2.4563073282824512,1448.6555751004735,80.0,0.25,0,56.0
16749,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-FOD-03,6,66.0,0.165,2.629298699872833,1514.6555751004735,80.0,0.25,0,66.0
16750,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-01,7,72.0,0.2,2.797374326694065,1580.6555751004735,80.0,0.25,0,74.0
16751,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-01|S001-HYG-02,8,78.0,0.235,3.0133840801392706,1646.6555751004735,80.0,0.25,0,82.0
16752,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-02,7,72.0,0.2,2.797374326694065,1580.6555751004735,80.0,0.25,0,74.0
16753,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-HYG-01,6,64.0,0.17200000000000001,2.5813312717293537,1514.6555751004735,80.0,0.25,0,64.0
16754,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-HYG-01|S001-HYG-02,7,70.0,0.20700000000000002,2.736852121903949,1580.6555751004735,80.0,0.25,0,72.0
16755,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-01|S001-FOD-02|S001-HYG-02,6,64.0,0.17200000000000001,2.5813312717293537,1514.6555751004735,80.0,0.25,0,64.0
16756,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-01|S001-FOD-03,5,58.0,0.137,2.4563073282824512,1448.6555751004735,80.0,0.25,0,56.0
16757,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-01|S001-FOD-03|S001-HYG-01,6,64.0,0.17200000000000001,2.5813312717293537,1514.6555751004735,80.0,0.25,0,64.0
16758,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-01|S001-FOD-03|S001-HYG-01|S001-HYG-02,7,70.0,0.20700000000000002,2.736852121903949,1580.6555751004735,80.0,0.25,0,72.0
16759,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-01|S001-FOD-03|S001-HYG-02,6,64.0,0.17200000000000001,2.5813312717293537,1514.6555751004735,80.0,0.25,0,64.0
16760,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-01|S001-HYG-01,5,56.0,0.14400000000000002,2.419978342213394,1448.6555751004735,80.0,0.25,0,54.0
16761,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-01|S001-HYG-01|S001-HYG-02,6,62.0,0.17900000000000002,2.536719201172764,1514.6555751004735,80.0,0.25,0,62.0
16762,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-01|S001-HYG-02,5,56.0,0.14400000000000002,2.419978342213394,1448.6555751004735,80.0,0.25,0,54.0
16763,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-02,4,50.0,0.109,2.3239609322706523,1382.6555751004735,80.0,0.25,0,46.0
16764,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-02|S001-FOD-03,5,58.0,0.137,2.4563073282824512,1448.6555751004735,80.0,0.25,0,56.0
16765,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-02|S001-FOD-03|S001-HYG-01,6,64.0,0.17200000000000001,2.5813312717293537,1514.6555751004735,80.0,0.25,0,64.0
16766,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-02|S001-FOD-03|S001-HYG-01|S001-HYG-02,7,70.0,0.20700000000000002,2.736852121903949,1580.6555751004735,80.0,0.25,0,72.0
16767,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-02|S001-FOD-03|S001-HYG-02,6,64.0,0.17200000000000001,2.5813312717293537,1514.6555751004735,80.0,0.25,0,64.0
16768,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-02|S001-HYG-01,5,56.0,0.14400000000000002,2.419978342213394,1448.6555751004735,80.0,0.25,0,54.0
16769,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-02|S001-HYG-01|S001-HYG-02,6,62.0,0.17900000000000002,2.536719201172764,1514.6555751004735,80.0,0.25,0,62.0
16770,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-02|S001-HYG-02,5,56.0,0.14400000000000002,2.419978342213394,1448.6555751004735,80.0,0.25,0,54.0
16771,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-03,4,50.0,0.109,2.3239609322706523,1382.6555751004735,80.0,0.25,0,46.0
16772,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-03|S001-HYG-01,5,56.0,0.14400000000000002,2.419978342213394,1448.6555751004735,80.0,0.25,0,54.0
16773,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-03|S001-HYG-01|S001-HYG-02,6,62.0,0.17900000000000002,2.536719201172764,1514.6555751004735,80.0,0.25,0,62.0
16774,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-FOD-03|S001-HYG-02,5,56.0,0.14400000000000002,2.419978342213394,1448.6555751004735,80.0,0.25,0,54.0
16775,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-HYG-01,4,48.0,0.116,2.2957117349510248,1382.6555751004735,80.0,0.25,0,44.0
16776,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-HYG-01|S001-HYG-02,5,54.0,0.15100000000000002,2.3859347360100447,1448.6555751004735,80.0,0.25,0,52.0
16777,S001,C,S001-WAT-03|S001-WAT-04|S001-WAT-08|S001-HYG-02,4,48.0,0.116,2.2957117349510248,1382.6555751004735,80.0,0.25,0,44.0
16778,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-01,3,36.0,0.082,2.156960642522698,1316.6555751004735,80.0,0.25,0,34.0
16779,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-01|S001-FOD-02,4,44.0,0.11,2.244020362166399,1382.6555751004735,80.0,0.25,0,44.0
16780,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-01|S001-FOD-02|S001-FOD-03,5,52.0,0.138,2.353985292283797,1448.6555751004735,80.0,0.25,0,54.0
16781,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-01,6,58.0,0.17300000000000001,2.4563073282824512,1514.6555751004735,80.0,0.25,0,62.0
16782,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-01|S001-HYG-02,7,64.0,0.20800000000000002,2.5813312717293537,1580.6555751004735,80.0,0.25,0,70.0
16783,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-01|S001-FOD-02|S001-FOD-03|S001-HYG-02,6,58.0,0.17300000000000001,2.4563073282824512,1514.6555751004735,80.0,0.25,0,62.0
16784,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-01|S001-FOD-02|S001-HYG-01,5,50.0,0.14500000000000002,2.3239609322706523,1448.6555751004735,80.0,0.25,0,52.0
16785,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-01|S001-FOD-02|S001-HYG-01|S001-HYG-02,6,56.0,0.18000000000000002,2.419978342213394,1514.6555751004735,80.0,0.25,0,60.0
16786,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-01|S001-FOD-02|S001-HYG-02,5,50.0,0.14500000000000002,2.3239609322706523,1448.6555751004735,80.0,0.25,0,52.0
16787,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-01|S001-FOD-03,4,44.0,0.11,2.244020362166399,1382.6555751004735,80.0,0.25,0,44.0
16788,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-01|S001-FOD-03|S001-HYG-01,5,50.0,0.14500000000000002,2.3239609322706523,1448.6555751004735,80.0,0.25,0,52.0
16789,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-01|S001-FOD-03|S001-HYG-01|S001-HYG-02,6,56.0,0.18000000000000002,2.419978342213394,1514.6555751004735,80.0,0.25,0,60.0
16790,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-01|S001-FOD-03|S001-HYG-02,5,50.0,0.14500000000000002,2.3239609322706523,1448.6555751004735,80.0,0.25,0,52.0
16791,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-01|S001-HYG-01,4,42.0,0.117,2.2203536044104077,1382.6555751004735,80.0,0.25,0,42.0
16792,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-01|S001-HYG-01|S001-HYG-02,5,48.0,0.15200000000000002,2.2957117349510248,1448.6555751004735,80.0,0.25,0,50.0
16793,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-01|S001-HYG-02,4,42.0,0.117,2.2203536044104077,1382.6555751004735,80.0,0.25,0,42.0
16794,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-02,3,36.0,0.082,2.156960642522698,1316.6555751004735,80.0,0.25,0,34.0
16795,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-02|S001-FOD-03,4,44.0,0.11,2.244020362166399,1382.6555751004735,80.0,0.25,0,44.0
16796,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-02|S001-FOD-03|S001-HYG-01,5,50.0,0.14500000000000002,2.3239609322706523,1448.6555751004735,80.0,0.25,0,52.0
16797,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-02|S001-FOD-03|S001-HYG-01|S001-HYG-02,6,56.0,0.18000000000000002,2.419978342213394,1514.6555751004735,80.0,0.25,0,60.0
16798,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-02|S001-FOD-03|S001-HYG-02,5,50.0,0.14500000000000002,2.3239609322706523,1448.6555751004735,80.0,0.25,0,52.0
16799,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-02|S001-HYG-01,4,42.0,0.117,2.2203536044104077,1382.6555751004735,80.0,0.25,0,42.0
16800,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-02|S001-HYG-01|S001-HYG-02,5,48.0,0.15200000000000002,2.2957117349510248,1448.6555751004735,80.0,0.25,0,50.0
16801,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-02|S001-HYG-02,4,42.0,0.117,2.2203536044104077,1382.6555751004735,80.0,0.25,0,42.0
16802,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-03,3,36.0,0.082,2.156960642522698,1316.6555751004735,80.0,0.25,0,34.0
16803,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-03|S001-HYG-01,4,42.0,0.117,2.2203536044104077,1382.6555751004735,80.0,0.25,0,42.0
16804,S001,C,S001-WAT-03|S001-WAT-04|S001-FOD-03|S001-HYG-01|S001-HYG-02,5,48.0,0.15200000000000002,2.2957117349510248,1448.6555751004735,80.0,0.25,0,50.0
